strategy,direction,opened_at,closed_at,entry,exit,qty,reason,gross_pnl,fees,net_pnl,r_multiple,balance_after,tier,fib_zone,mode,rr
ICT,SHORT,2025-05-22 11:35:00-04:00,2025-05-22 11:42:00-04:00,111308.0,111421.42552845,0.52,SL,-58.981274793997876,43.442559701136695,-102.42383449513457,-1.925696586390454,6437.36132781667,2,equilibrium,1m,2.540058592274998
ICT,SHORT,2025-06-06 04:18:00-04:00,2025-06-06 04:20:00-04:00,103446.0,103560.8010446,0.616,SL,-70.71744347359822,47.830946593910475,-118.5483900675087,-1.8425663517466822,6318.812937749161,2,equilibrium,1m,1.3021082664726735
ICT,SHORT,2025-06-23 03:05:00-04:00,2025-06-23 03:10:00-04:00,102057.0,102123.2223011,0.619,SL,-40.991604380901464,47.402507632409495,-88.39411201331096,-2.5495255104463577,6230.41882573585,1,deep_discount,1m,3.5976512336905335
ICT,SHORT,2025-06-23 03:30:00-04:00,2025-06-23 04:11:00-04:00,101946.25,102072.152444625,0.539,SL,-67.86141765287331,41.24909534220908,-109.1105129950824,-1.7496796868485522,6121.308312740768,1,deep_discount,1m,2.612444223559681
ICT,LONG,2025-08-11 12:40:00-04:00,2025-08-11 12:40:00-04:00,120194.0,120061.7986194,0.509,SL,-67.29050272540162,45.84704972350103,-113.13755244890265,-1.849295054999978,6008.170760291865,2,equilibrium,1m,2.520924505382898
ICT,LONG,2025-09-30 05:40:00-04:00,2025-09-30 05:46:00-04:00,113042.0,112900.64630625,0.399,SL,-56.4001238062512,33.796798431906566,-90.19692223815777,-1.7380678459851264,5917.973838053707,2,equilibrium,1m,1.41137401411374
ICT,LONG,2025-10-05 05:42:00-04:00,2025-10-05 05:44:00-04:00,123208.0,122970.4937208,0.263,SL,-62.46415142959877,24.268422716713722,-86.7325741463125,-1.4643425222302815,5831.241263907395,2,equilibrium,1m,2.2601328549607604
ICT,LONG,2025-10-05 05:46:00-04:00,2025-10-05 06:03:00-04:00,123030.0,122765.692203,0.231,SL,-61.055101107000304,21.28136719439115,-82.33646830139145,-1.4142559525122127,5748.904795606003,1,ote,1m,2.725865968337115
ICT,LONG,2025-10-05 09:46:00-04:00,2025-10-05 10:35:00-04:00,123299.0,123143.3774307,0.38,SL,-59.136576334000566,35.1076898830163,-94.24426621701686,-1.7306288379973431,5654.660529388986,2,equilibrium,1m,2.7097226169311277
ICT,SHORT,2025-10-12 04:04:00-04:00,2025-10-12 04:06:00-04:00,111690.0,111784.8363659,0.493,SL,-46.75432838870119,41.32309238061378,-88.07742076931497,-2.135526672578541,5566.583108619671,1,ote,1m,2.128049259107447
ICT,SHORT,2025-10-12 05:43:00-04:00,2025-10-12 05:45:00-04:00,111628.0,111762.7901615,0.407,SL,-54.859595730500395,34.10461977765178,-88.96421550815217,-1.768274854093894,5477.618893111519,1,ote,1m,1.46396808549568
ICT,SHORT,2025-10-31 03:14:00-04:00,2025-10-31 03:19:00-04:00,109672.0,109792.6501672,0.499,SL,-60.20443343280065,41.07785843838804,-101.2822918711887,-1.8507050549999118,5376.33660124033,1,ote,1m,1.6594937632211517
ICT,SHORT,2025-10-31 03:24:00-04:00,2025-10-31 03:37:00-04:00,109707.0,109490.0,0.377,TP,81.809,16.5274538,65.28154620000001,1.213399482856526,5441.61814744033,1,ote,1m,1.52059814865429
ICT,SHORT,2025-11-21 09:38:00-05:00,2025-11-21 09:41:00-05:00,84858.75,84995.357435875,0.425,SL,-58.058160246877016,27.080658550635782,-85.1388187975128,-1.5637232621872972,5356.479328642818,2,equilibrium,1m,5.8992847873389085
ICT,SHORT,2025-11-21 11:58:00-05:00,2025-11-21 11:59:00-05:00,84614.5,84766.09026145,0.374,SL,-56.69475778229764,23.765549366780263,-80.4603071490779,-1.5032335025018229,5276.019021493739,2,equilibrium,1m,3.574061328516776
ICT,SHORT,2026-01-19 11:56:00-05:00,2026-01-19 12:03:00-05:00,93301.0,93120.0,0.425,TP,76.925,15.845785,61.079215000000005,1.3395827896051646,5337.098236493739,1,deep_discount,1m,1.3195584306910018
ICT,SHORT,2026-01-30 09:46:00-05:00,2026-01-30 09:52:00-05:00,83518.0,83242.0,0.478,TP,131.928,15.942256,115.985744,2.6519559224135376,5453.083980493739,1,ote,1m,2.288636683960182
ICT,SHORT,2026-01-30 10:05:00-05:00,2026-01-30 10:05:00-05:00,83149.75,83283.477264975,0.435,SL,-58.17136026412234,27.159600185645267,-85.3309604497676,-1.5643023807522347,5367.753020043971,2,equilibrium,1m,1.3217729700418395
ICT,SHORT,2026-01-30 10:11:00-05:00,2026-01-30 10:13:00-05:00,83394.25,83242.0,0.47,TP,71.55749999999999,15.6638075,55.893692499999986,1.0418636944042519,5423.646712543971,1,ote,1m,1.3338385420203231
ICT,SHORT,2026-02-02 03:23:00-05:00,2026-02-02 03:26:00-05:00,76919.5,76752.0,0.491,TP,82.24249999999999,15.090541299999998,67.1519587,1.2386009717486088,5490.7986712439715,2,equilibrium,1m,1.5169422067659655
ICT,SHORT,2026-02-02 03:49:00-05:00,2026-02-02 04:01:00-05:00,76925.25,76752.0,0.483,TP,83.67975,14.84522235,68.83452765,1.2536990241939183,5559.633198893972,2,equilibrium,1m,1.5240784603508648
ICT,SHORT,2026-02-06 05:20:00-05:00,2026-02-06 05:22:00-05:00,66036.5,65889.0,0.537,TP,79.20750000000001,14.1687987,65.03870130000001,1.1697797395121305,5624.671900193972,2,equilibrium,1m,1.4246183712989833
ICT,SHORT,2026-02-06 05:34:00-05:00,2026-02-06 05:37:00-05:00,66014.5,65889.0,0.65,TP,81.575,17.147455,64.42754500000001,1.1456958082170565,5689.099445193971,2,equilibrium,1m,1.4506238838575392
ICT,SHORT,2026-02-06 06:32:00-05:00,2026-02-06 06:34:00-05:00,66022.5,66126.63450225,0.583,SL,-60.71041481175157,28.901728853146462,-89.61214366489804,-1.5761352634133674,5599.487301529073,2,equilibrium,1m,1.36891486580011
ICT,LONG,2026-02-07 09:48:00-05:00,2026-02-07 09:48:00-05:00,68493.5,68337.67204935,0.376,SL,-58.59130944439874,19.28294177980558,-77.87425122420433,-1.3900765488235631,5521.613050304869,2,equilibrium,1m,1.5470473544148224
ICT,LONG,2026-02-07 09:50:00-05:00,2026-02-07 10:02:00-05:00,68394.0,68724.0,0.312,TP,102.96,8.5561632,94.4038368,2.267551475409836,5616.016887104869,2,equilibrium,1m,1.6192158247968915
ICT,SHORT,2026-02-23 04:34:00-05:00,2026-02-23 04:37:00-05:00,66165.0,66262.7836158,0.572,SL,-55.93222823759948,28.415547725530676,-84.34777596313016,-1.617643506754162,5531.6691111417385,2,equilibrium,1m,3.239674810000342
ICT,SHORT,2026-02-23 04:43:00-05:00,2026-02-23 04:46:00-05:00,66258.0,66340.8914258,0.725,SL,-60.09628370500031,36.06084045603775,-96.15712416103806,-1.7392341273595897,5435.5119869807,2,equilibrium,1m,5.481392116236868
ICT,LONG,2026-03-03 04:30:00-05:00,2026-03-03 04:31:00-05:00,66620.0,66513.71546324999,0.485,SL,-51.548000323755915,24.204673599821934,-75.75267392357785,-1.5676719971373672,5359.759313057122,1,ote,1m,1.7523911444049474
ICT,LONG,2026-03-12 05:14:00-04:00,2026-03-12 05:16:00-04:00,69728.0,69651.3061728,0.769,SL,-58.977553116797715,40.183186345785764,-99.16073946258348,-1.8492950549998832,5260.598573594539,1,ote,1m,1.405461220743404
ICT,LONG,2026-03-17 04:15:00-04:00,2026-03-17 04:16:00-04:00,74212.0,74130.3742212,0.709,SL,-57.87267716919502,39.43040102755694,-97.30307819675197,-1.8492950549999172,5163.295495397787,2,equilibrium,1m,1.6978386244812267
ICT,LONG,2026-03-17 04:57:00-04:00,2026-03-17 05:04:00-04:00,74200.0,74098.38942,0.548,SL,-55.68259783999628,30.465574571188004,-86.14817241118429,-1.6688396409872408,5077.147322986602,2,equilibrium,1m,1.4649681528662872
